카테고리,상품내용,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
자전거,[삼천리자전거][삼천리]여성용 클래식 자전거 라니아 22인치,M,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,단독주택,부산,동래구,칠산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
체인,"SramX1 체인, PC-X1, 11단/11단용 자전거 체인",M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,대전,서구,가장동,"경차 (모닝, 스파크 등)"
자전거액세서리,자전거비밀번호 자물쇠 (소)  No75,M,2,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,중구,운서동,
자전거액세서리,SCHWALBE슈발베 타이어레버 3개한세트 타이어교체 / 튜블러 시멘트/리무버/이지핏 악세사리,F,4,,,      ,          ,,서울,강서구,가양3동,
자전거의류/잡화,{지오무역}[쿨멀티스카프모음]쿨마스크/냉동스카프/,M,2,,,      ,          ,,서울,동대문구,전농동,
신발,뉴발란스585 USA 스니커즈 운동화 (M585GR),M,4,,,      ,          ,,서울,성동구,응봉동,
자전거,[스마트자전거]반티아고G21 하이브리드자전거 21단 클래식 2018년,M,3,,,      ,          ,,서울,송파구,가락1동,
자전거의류/잡화,[PUMA]푸마 여성 기모 티셔츠 3종세트 NFYKFG01,M,3,,,      ,          ,,경기,수원시 권선구,권선동,
장갑,자전거방한토시 바이크 핸들덮개 방한커버 손토시,M,4,,,      ,          ,,경북,경주시,충효동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,F,2,,,      ,          ,,경북,칠곡군,가산면,
신발,뉴발란스운동화 574 NEWBALANCE 574 (ML574SS2),M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,과천시,원문동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거의류/잡화,쿨마스크멀티스카프 자외선차단마스크 자전거마스크,M,2,,,      ,          ,,서울,강남구,개포1동,
튜브,[FNS]즈와유무시고무 없는 던롭밸브 세트/던롭튜브,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 없음 ,단독주택,부산,북구,화명3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,F,5,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,운양동,
속도계,자전거무선속도계 엑스헌터 자전거속도계 자전거용품,F,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,계양구,작전동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
공용하의,[MCN]네오 베이직 7부 바지/승마바지,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남구,도화2동,"소형SUV/CUV (티볼리, QM3 등)"
MTB,"[삼천리]미키마우스 미키키즈14,16,18형 아동 자전거",F,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,계양구,효성동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거펌프 공 오토바이 바이크 휴대용 쌍발펌프 튜브 스포,M,3,무직,300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,군포시,금정동,
헬멧/보호장비,"Giro헬멧/Quarter 쿼터, 어번/더트 (6색상)",M,3,,,      ,          ,,경기,광명시,철산1동,
물통받침대,대만아이베라 경량 물통케이지 물병 더블 안장마운트,F,5,,,      ,          ,,서울,동작구,상도2동,
자전거튜브,[흥아]흥아 26인치x1.75/2.125 프레스타 60mm 자전거튜브,F,2,,,      ,          ,,대전,유성구,전민동,
잠금장치,호비대만정품 LJ9080 4관절락 자전거자물쇠 사관절,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,구래동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
자전거의류/잡화,{지오무역}[쿨멀티스카프모음]쿨마스크/냉동스카프/,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,동구,자양동,
기타브랜드 헬멧,EVSSX02 Knee Brace 오토바이무릎인대파열방지보호대/,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,남양주시,도농동,
승용완구,STONETREE스톤트리 트라이크 - 유모차 세발 자전거,M,3,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",200~299만원,아니오,          ,기타 ,경남,김해시,장유면,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
자전거의류/잡화,"휘너스/땀냄새,물빠짐없는선수용 기능성 스포츠 스판웨어 하의모음/속건+항균/언더레이어 챌린저5부",M,2,무직,500~599만원,아니오,          ,오피스텔,서울,관악구,봉천동,
자전거,사은품증정[삼천리자전거]아이비/어린이자전거/아동용,F,5,기타 ,200~299만원,예    ,자녀 있음 ,단독주택,서울,관악구,삼성동,
자전거액세서리,완전사2017년 신형 KSM400-3 SE 연납축전지 12V/,M,4,,,      ,          ,,서울,영등포구,신길5동,
자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,M,4,,,      ,          ,,서울,송파구,송파2동,
펑크패치,호비번개표 펑크패치 타이어수리 타이어레버 빵구,F,5,,,      ,          ,,서울,관악구,은천동,
알루미늄자전거,2017알톤 벨록스 CC 로드 사이클로크로스 자전거,M,3,,,      ,          ,,대구,남구,대명10동,
신발,뉴발란스CRT300 스니커즈 운동화 (CRT300CA),M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,금정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거액세서리,[J]쿨시트 방석 오토바이 스쿠터 헬멧 용품,M,3,,,      ,          ,,서울,양천구,신정7동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,M,5,,,      ,          ,,서울,관악구,대학동,
기타용품,발목밴드,M,4,,,      ,          ,,강원,강릉시,교1동,
트레이너(로라),엘리트노보 맥 포스/자전거용품/자전거롤러,M,3,,,      ,          ,,서울,강서구,화곡본동,
자전거,지오스빈티지벨로체/GiosVintage Veloce 로드자전거,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,광산구,산월동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거,삼천리가족형 HF200 7단 미니벨로 20형 접이식자전거,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경북,포항시 남구,오천읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
보호대,나스카썬블럭 쿨토시/네이비/팔토시/자외선차단/스포츠/골프/등산/자전거/테니스/암슬리브/운전,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,구미시,옥계동,기타 (승합차/트럭/화물차/기타 차량 등)
자전거,[삼천리]접이식여성자전거/미니벨로 바구니 자전거,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,오피스텔,서울,광진구,자양동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
자전거,알톤베네통키드자전거/아동/알루미늄/고급어린이네발,M,2,,,      ,          ,,,,,
기타용품,발목밴드,F,4,,,      ,          ,,충북,청주시 상당구,율량동,
기타브랜드 헬멧,[삼천리자전거]미니마우스 헬멧보호대 세트 어린이 자전거 킥보드/ 삼천리자전거,F,2,,,      ,          ,,인천,연수구,송도동,
자전거페달,자전거보조발판(소/중)자전거발받침/발판 알루미늄,M,2,퇴직/연금생활자,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,오산시,오산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거액세서리,"매그닉라이트/전조등,후미등싱글판매/충전필요없는 독일특허 비접촉 자전거라이트/자전거용품/무료배송",F,3,,,      ,          ,,경기,파주시,광탄면,
후미등,문라이트크레센트/코멧/쉴드/디펜더/메테오/ 자전거라이트 자전거후미등,M,2,,,      ,          ,,서울,성북구,석관동,
자전거,도미니크24인치하이브리드자전거초등학생~중학생까지,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,영등포구,대림2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거액세서리,[엑스피크]엑스피크 자전거힙색 트윈포켓파우치 자전거파우치,M,3,,,      ,          ,,대전,서구,복수동,
자전거의류/잡화,[8601416-SJ]예식장갑/민자/백색/(100EA)/코팅장갑/장갑/안전장갑,M,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,경기,부천시 소사구,심곡본1동,
외발/삼륜/2인용,[지오닉스]자이덴 나누미 20(50cm) 6단 성인용 세발자전거,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경기,고양시 일산서구,대화동,
자전거액세서리,▶빔라이트충전식 자전거 후미등┃자전거용품┃레저용품┃자전거악세사리┃자전거라이트┃후미등┃,F,2,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,안양시 만안구,박달2동,
거치대/보관대,노스바이크스마트폰 자전거거치대 핸드폰 휴대폰 가방,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,기타 ,경남,거제시,장평동,
자전거스마트폰거치대,4방향완벽고정 자전거 스마트폰 거치대 (블랙),F,2,"전문직 (의사, 판검사, 예술가, 종교인)",900~999만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강남구,대치동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
자전거,알톤베네통BKS18/16 어린이자전거 삼천리 아동자전거,F,3,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,마포구,염리동,
자전거,자전거공구셋트/5가지기능 스페너13mm 15mm 육각렌지4mm5mm6mm 부품 용품,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,울산,북구,상안동,
자전거의류/잡화,머스타시벌룬 기모마스크 MHM-10/방한/보드마스크,F,2,,,      ,          ,,인천,남구,용현동,
자전거액세서리,블랙울프KR-C8 L2 밝은 자전거라이트 전조등 손전등,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,일산3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
헬멧,아동용자전거헬멧아동보호대 킥보드 인라인헬멧,F,2,,,      ,          ,,경기,성남시 분당구,야탑동,
에어펌프(발펌프),발펌프/튜브/휴대용/쌍발/자전거/공기주입기/에어펌프/타이어공기/축구공/농구공/바람넣기/외발/강력발펌프,M,2,,,      ,          ,,충남,서천군,서면,
자전거튜브,[흥아]흥아 26인치x1.75/2.125 프레스타 60mm 자전거튜브,F,2,,,      ,          ,,경북,포항시 남구,상도동,
트레일러,알톤키즈 트레일러/자전거/캐리어/손잡이/보조바퀴,F,2,,,      ,          ,,광주,남구,도금동,
자전거의류/잡화,1대1사은품증정 나루마스크 X1 X5 자외선차단마스크,F,5,,,      ,          ,,충남,홍성군,홍북면,
보호대,킹카301 성인 보호대 팔꿈치 손목 무릎 남여공용,M,2,,,      ,          ,,강원,원주시,우산동,
후미등,자전거후미등2구 실리콘 후미등 LED비상등 안전등 야간 라이딩 유모차 오토바이 3가지 모드,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,만수2동,
체인,MYBN 10단 실버_S10CR 체인,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,부평구,부평4동,
흙받이,자전거흙받이/짐받이가방/강철크롬짐받이/받침대/보조안장/쇼바형짐받이/자전거용품,M,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,관악구,조원동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
자전거의류/잡화,[8601416-SJ]예식장갑/민자/백색/(100EA)/코팅장갑/장갑/안전장갑,M,2,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,아파트/ 주상복합,서울,광진구,구의2동,
헬멧,HJC홍진 R4 컬러선택가능블랙라인/홍진 크라운 헬멧,F,2,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,아니오,          ,아파트/ 주상복합,경기,군포시,수리동,
MTB,GIFT2016 엘파마 판타시아 S7 S675 카본 MTB 자전거,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,대전,동구,판암1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거의류/잡화,[엠씨엔]MCN 통기성좋고 시원한 매쉬마스크/UV자외선 벌레차단,M,2,,,      ,          ,,경기,안산시 단원구,고잔동,
자전거의류/잡화,머스타시벌룬 기모마스크 MHM-10/방한/보드마스크,M,4,,,      ,          ,,서울,강남구,대치동,
자전거의류/잡화,[8601416-SJ]예식장갑/민자/백색/(100EA)/코팅장갑/장갑/안전장갑,M,3,,,      ,          ,,충북,음성군,감곡면,
자전거튜브,[CST]700x25/32C fv48mm 자전거튜브 프레스타 흥아 켄다,M,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중구,신당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
자전거액세서리,AVVISO툴캡슐 자전거 거치대 공구함 케이스 툴부스,M,3,,,      ,          ,,경기,과천시,갈현동,
펑크패치,자전거펑크패치(패치30개+접착제) 자전거타이어수리,M,5,"사무직 (일반사무직, 공무원, 직업군인)",100만원 미만,아니오,          ,아파트/ 주상복합,경기,의정부시,민락동,
